iter	RMSE
275	81789.16934
276	81734.51974
277	81685.63819
278	81634.00835
279	81586.45886
280	81541.52927
281	81494.87356
282	81447.44223
283	81407.84918
284	81370.04954
285	81328.84443
286	81282.78929
287	81234.57452
288	81192.16458
289	81145.38198
290	81095.68013
291	81063.20955
292	81022.37522
293	80984.28276
294	80959.46929
295	80915.53056
296	80885.92084
297	80849.78492
298	80806.89497
299	80767.29458
300	80735.67699
301	80694.73134
302	80648.93525
303	80604.74656
304	80573.71274
305	80535.17126
306	80505.75568
307	80465.28181
308	80431.82627
309	80400.66016
310	80366.60269
311	80339.36021
312	80305.95646
313	80270.98196
314	80225.72006
315	80194.54331
316	80152.1201
317	80110.25254
318	80076.11566
319	80049.8348
320	80012.98502
321	79991.12102
322	79951.49601
323	79916.20574
324	79889.60692
325	79856.56077
326	79812.8025
327	79782.71749
328	79743.35846
329	79706.12853
330	79678.09384
331	79635.91084
332	79606.89419
333	79572.13794
334	79541.06568
335	79521.80655
336	79491.80817
337	79450.07419
338	79413.44024
339	79367.22634
340	79341.87055
341	79307.1151
342	79275.75704
343	79239.75865
344	79203.91884
345	79175.95574
346	79142.94498
347	79108.66637
348	79080.52161
349	79054.07252
350	79028.73478
351	78992.95732
352	78966.95356
353	78940.54425
354	78904.09003
355	78871.98928
356	78838.79571
357	78808.53688
358	78782.67021
359	78747.29541
360	78717.17593
361	78688.54678
362	78662.87417
363	78639.05378
364	78621.16039
365	78583.0685
366	78556.93353
367	78522.89791
368	78497.98692
369	78468.31836
370	78438.36002
371	78414.56999
372	78385.76389
373	78359.88387
374	78334.14209
375	78312.13508
376	78290.18551
377	78266.72435
378	78243.80285
379	78220.1212
380	78192.52168
381	78168.80232
382	78143.36889
383	78119.26882
384	78091.77721
385	78066.57563
386	78037.17306
387	78014.32941
388	77986.47082
389	77951.35359
390	77930.8116
391	77909.1487
392	77884.96659
393	77861.54348
394	77844.49679
395	77821.3898
396	77797.30074
397	77774.95764
398	77740.43488
399	77705.48011
400	77681.96263
401	77660.86462
402	77632.52443
403	77609.22155
404	77578.21923
405	77561.70302
406	77539.30654
407	77515.67282
408	77492.04732
409	77471.1154
410	77443.68007
411	77427.92099
412	77402.21505
413	77374.76799
414	77358.77236
415	77343.19936
416	77320.09885
417	77301.15634
418	77281.39153
419	77264.42396
420	77250.05695
421	77222.27182
422	77202.2225
423	77177.1954
424	77156.00117
425	77136.77472
426	77125.03073
427	77103.9742
428	77080.93806
429	77054.94391
430	77040.32882
431	77024.14329
432	77001.78978
433	76987.38915
434	76971.95965
435	76950.85251
436	76930.02328
437	76909.92529
438	76892.40873
439	76873.48962
440	76854.70924
441	76838.70578
442	76824.58191
443	76808.3356
444	76785.31864
445	76767.2062
446	76745.49395
447	76726.04222
448	76703.98364
449	76684.2426
450	76670.98553
451	76658.21393
452	76631.67201
453	76611.39917
454	76597.20948
455	76580.38391
456	76566.91683
457	76558.42601
458	76542.03703
459	76524.86491
460	76505.06788
461	76490.83519
462	76476.37588
463	76455.31046
464	76439.15217
465	76425.06859
466	76418.48242
467	76404.97833
468	76391.17867
469	76373.25555
470	76356.75672
471	76340.09573
472	76328.71906
473	76316.88349
474	76296.8645
475	76280.06505
476	76276.55561
477	76265.10201
478	76245.54956
479	76232.66254
480	76218.98799
481	76199.58583
482	76184.81998
483	76165.60851
484	76153.20869
485	76131.60155
486	76121.45591
487	76101.29451
488	76088.62245
489	76072.2277
490	76060.27401
491	76038.10486
492	76014.96777
493	75994.15953
494	75982.50481
495	75967.0338
496	75952.60211
497	75938.75812
498	75924.06055
499	75913.52915
500	75886.94274
501	75869.93861
502	75861.49094
503	75845.10655
504	75832.43655
505	75816.06921
506	75806.55303
507	75796.42869
508	75784.88753
509	75770.98389
510	75758.76457
511	75742.90691
512	75724.45991
513	75704.53939
514	75690.10034
515	75678.38788
516	75659.29218
517	75645.85406
518	75631.86866
519	75622.5454
520	75608.89285
521	75598.92108
522	75579.03503
523	75557.75834
524	75541.4838
525	75537.75079
526	75527.63305
527	75510.28937
528	75488.22789
529	75476.30054
530	75464.0436
531	75451.10537
532	75436.52024
533	75427.13552
534	75408.23893
535	75396.26249
536	75390.55554
537	75384.39229
538	75365.06866
539	75351.92443
540	75328.66013
541	75314.72927
542	75309.09009
543	75296.88738
544	75282.5691
545	75267.15754
546	75248.51006
547	75236.22953
548	75225.33278
549	75217.98573
550	75205.88198
551	75194.98917
552	75188.12424
553	75171.93435
554	75156.26538
555	75140.69774
556	75128.61679
557	75118.63455
558	75104.41279
559	75093.99808
560	75083.192
561	75068.10267
562	75058.44406
563	75045.60227
564	75027.72236
565	75016.6291
566	75010.40943
567	74998.49232
568	74989.62106
569	74979.15398
570	74967.19853
571	74959.46636
572	74950.1833
573	74938.34124
574	74928.91236
575	74921.38216
576	74908.80728
577	74898.91127
578	74881.5161
579	74869.94472
580	74852.89898
581	74841.13501
582	74832.24149
583	74822.87563
584	74817.82337
585	74805.9667
586	74790.97279
587	74786.3981
588	74779.54523
589	74768.89997
590	74757.78844
591	74749.61482
592	74740.87689
593	74720.85341
594	74714.553
595	74705.10449
596	74698.39658
597	74690.31952
598	74679.04008
599	74669.28695
600	74660.28422
601	74652.61926
602	74648.9586
603	74629.969
604	74613.9693
605	74600.76874
606	74591.79026
607	74577.88999
608	74565.08039
609	74550.97452
610	74544.41549
611	74533.2019
612	74516.4315
613	74502.41371
614	74495.84006
615	74487.52474
616	74484.07811
617	74469.44846
618	74462.61933
619	74457.9065
620	74452.58597
621	74445.48273
622	74428.9
623	74416.0502
624	74394.88834
625	74388.4079
626	74381.26214
627	74373.2784
628	74365.51381
629	74354.44329
630	74344.00032
631	74335.17361
632	74330.41369
633	74323.70525
634	74311.40594
635	74300.80299
636	74291.93502
637	74286.81914
638	74280.23214
639	74270.72213
640	74262.09266
641	74254.97482
642	74245.06448
643	74237.90119
644	74228.49529
645	74218.16681
646	74208.06653
647	74197.49554
648	74190.17967
649	74186.67205
650	74182.84811
651	74177.81565
652	74169.80022
653	74164.48072
654	74156.5831
655	74145.40401
656	74129.223
657	74124.53688
658	74120.11334
659	74109.96685
660	74103.24546
661	74091.43662
662	74086.10328
663	74078.91268
664	74071.35358
665	74063.69126
666	74048.85863
667	74043.36952
668	74035.84643
669	74025.07835
670	74016.50349
671	74006.25362
672	74001.79036
673	73994.29387
674	73987.81995
675	73982.69584
676	73977.38403
677	73968.16721
678	73954.79368
679	73951.01285
680	73943.7734
681	73934.74392
682	73931.50885
683	73924.02318
684	73914.49283
685	73905.01927
686	73898.49164
687	73891.48301
688	73881.32395
689	73869.53378
690	73863.49287
691	73855.14427
692	73848.89605
693	73839.91661
694	73834.08389
695	73828.44225
696	73819.75688
697	73811.30732
698	73802.75353
699	73797.13425
700	73787.75695
701	73780.90198
702	73765.26851
703	73760.26426
704	73753.46524
705	73747.62067
706	73740.8311
707	73735.53812
708	73725.0158
709	73720.70572
710	73713.53632
711	73704.81416
712	73698.7956
713	73687.895
714	73678.70612
715	73671.63333
716	73667.07337
717	73655.13472
718	73648.56672
719	73641.62901
720	73635.08562
721	73622.54526
722	73612.36133
723	73598.35348
724	73594.93783
725	73587.27497
726	73579.40494
727	73575.8053
728	73567.80183
729	73557.98723
730	73550.04572
731	73544.81158
732	73539.47391
733	73528.96823
734	73526.97773
735	73520.76279
736	73516.67123
737	73510.16308
738	73503.08548
739	73495.70577
740	73491.46111
741	73486.16521
742	73477.74061
743	73473.99022
744	73465.03579
745	73460.88713
746	73454.92653
747	73446.07175
748	73432.8467
749	73430.16775
750	73424.84909
751	73415.66289
752	73412.38573
753	73406.47362
754	73404.98843
755	73398.85216
756	73394.64494
757	73391.18096
758	73380.22992
759	73375.969
760	73370.89208
761	73364.60889
762	73355.19019
763	73343.00516
764	73335.43154
765	73332.65131
766	73328.82764
767	73322.88584
768	73314.53551
769	73308.87564
770	73304.03187
771	73298.75315
772	73294.65402
773	73288.55272
774	73285.87589
775	73280.54668
776	73271.98841
777	73266.07802
778	73258.24823
779	73254.90075
780	73247.50562
781	73240.27058
782	73234.81205
783	73222.79766
784	73214.53744
785	73208.52485
786	73200.80076
787	73186.54924
788	73185.01534
789	73179.97616
790	73172.98608
791	73169.12046
792	73163.34857
793	73149.58075
794	73148.02594
795	73142.4574
796	73136.79339
797	73132.09274
798	73122.75732
799	73116.41602
800	73106.53374
801	73101.87285
802	73095.81763
803	73086.20295
804	73078.82962
805	73071.6637
806	73067.21758
807	73057.88003
808	73056.58101
809	73050.66205
810	73046.59969
811	73043.60699
812	73031.64698
813	73026.66372
814	73019.48762
815	73012.24148
816	73008.22492
817	73004.50306
818	73001.15197
819	72994.8526
820	72985.97913
821	72982.0034
822	72974.4697
823	72971.20735
824	72967.61132
825	72960.80906
826	72950.37549
827	72945.77929
828	72943.66524
829	72941.53159
830	72935.20665
831	72928.22198
832	72918.28389
833	72910.715
834	72909.34861
835	72903.89162
836	72896.9659
837	72892.70796
838	72885.5399
839	72878.73446
840	72869.06057
841	72859.85073
842	72853.23633
843	72846.74462
844	72844.74846
845	72842.07848
846	72834.82086
847	72829.98888
848	72823.88925
849	72809.86627
850	72802.96695
851	72795.65501
852	72784.96356
853	72780.00416
854	72771.46576
855	72762.57927
856	72756.78488
857	72750.63561
858	72746.73312
859	72742.2177
860	72738.44972
861	72735.354
862	72732.10441
863	72728.75196
864	72720.06393
865	72714.94172
866	72707.95112
867	72705.41384
868	72703.15212
869	72695.82463
870	72686.91239
871	72684.77849
872	72676.07032
873	72673.91995
874	72669.39138
875	72660.71151
876	72658.61399
877	72655.2376
878	72650.15006
879	72642.18133
880	72636.86372
881	72631.97594
882	72627.81878
883	72620.90799
884	72616.56532
885	72614.73992
886	72607.20264
887	72604.25808
888	72603.07992
889	72593.8554
890	72590.06567
891	72585.51233
892	72581.39413
893	72573.78484
894	72569.78742
895	72566.41867
896	72563.52582
897	72557.0945
898	72549.74291
899	72542.36867
900	72531.32565
901	72522.32988
902	72516.06222
903	72506.77719
904	72500.50778
905	72496.00321
906	72491.48609
907	72483.8153
908	72476.2479
909	72473.5423
910	72467.91324
911	72460.07948
912	72454.61529
913	72449.20243
914	72441.85751
915	72439.12476
916	72435.12105
917	72429.5834
918	72426.80654
919	72423.0802
920	72416.22062
921	72407.73591
922	72402.43727
923	72399.4784
924	72393.39149
925	72386.18513
926	72381.33047
927	72376.38212
928	72372.95806
929	72366.45025
930	72361.42381
931	72356.75896
932	72348.08585
933	72343.46569
934	72340.12286
935	72337.49697
936	72330.18481
937	72323.54263
938	72318.23804
939	72313.24471
940	72303.39757
941	72297.99197
942	72292.73286
943	72290.48316
944	72288.89412
945	72279.55829
946	72266.69895
947	72263.2645
948	72259.66815
949	72251.22296
950	72245.74891
951	72241.75897
952	72234.86279
953	72230.18168
954	72229.546
955	72225.48327
956	72220.93824
957	72215.54727
958	72214.49548
959	72210.00161
960	72208.62048
961	72201.20806
962	72197.38119
963	72190.77004
964	72185.73944
965	72182.24607
966	72178.87985
967	72174.50734
968	72165.66165
969	72163.25672
970	72156.57749
971	72154.53905
972	72150.44831
973	72142.83435
974	72137.37582
975	72134.57027
976	72125.28593
977	72124.34797
978	72120.23937
979	72118.19338
980	72110.34604
981	72105.9715
982	72101.97748
983	72096.30853
984	72091.46768
985	72078.6739
986	72075.19768
987	72072.26947
988	72067.6817
989	72061.48137
990	72053.80499
991	72050.9916
992	72046.65565
993	72046.03847
994	72045.19655
995	72039.56371
996	72032.18974
997	72027.27304
998	72024.54653
999	72022.78722
1000	72018.13306
1001	72016.38134
1002	72013.91954
1003	72009.11507
1004	72002.20355
1005	71998.15823
1006	71994.28321
1007	71993.21704
1008	71984.06643
1009	71980.19899
1010	71972.6278
1011	71970.69476
1012	71968.92094
1013	71965.22668
1014	71963.52848
1015	71959.39755
1016	71955.11617
1017	71951.92695
1018	71950.42004
1019	71945.09625
1020	71942.75802
1021	71938.24872
1022	71932.97687
1023	71928.74083
1024	71923.36657
1025	71919.55719
1026	71917.0607
1027	71913.02879
1028	71910.85481
1029	71905.31808
1030	71900.13348
1031	71895.75999
1032	71895.18001
1033	71890.81305
1034	71882.88868
1035	71878.06023
1036	71873.35822
1037	71869.69784
1038	71868.97129
1039	71859.59382
1040	71855.97784
1041	71853.6532
1042	71851.77131
1043	71848.12054
1044	71837.21076
1045	71831.08484
1046	71829.4237
1047	71822.93628
1048	71820.38513
1049	71817.04109
1050	71815.41324
1051	71807.08337
1052	71805.12233
1053	71801.60946
1054	71799.47458
1055	71792.08083
1056	71789.87139
1057	71786.32769
1058	71782.57347
1059	71777.55313
1060	71775.52446
1061	71773.72282
1062	71771.36664
1063	71769.84226
1064	71764.67103
1065	71759.03539
1066	71753.33538
1067	71751.91554
1068	71747.5898
1069	71746.78736
1070	71738.50421
1071	71737.15841
1072	71731.01734
1073	71724.86175
1074	71721.11458
1075	71713.59671
1076	71710.01512
1077	71706.22975
1078	71704.15618
1079	71700.70027
1080	71696.44794
1081	71695.1485
1082	71694.47257
1083	71693.41403
1084	71690.6981
1085	71684.54546
1086	71678.38166
1087	71666.55148
1088	71660.25567
1089	71657.85085
1090	71652.46612
1091	71648.01917
1092	71641.13975
1093	71636.04418
1094	71629.88333
1095	71628.78613
1096	71627.77245
1097	71620.77843
1098	71618.79602
1099	71609.76615
1100	71605.33208
1101	71600.31735
1102	71599.75083
1103	71597.43719
1104	71591.42275
1105	71589.89599
1106	71586.02351
1107	71584.13126
1108	71583.5708
1109	71582.13236
1110	71578.00419
1111	71571.31171
1112	71569.9945
1113	71568.35481
1114	71566.5867
1115	71565.81462
1116	71557.09797
1117	71546.95292
1118	71541.05557
1119	71538.9197
1120	71534.12176
1121	71527.60278
1122	71522.93197
1123	71518.24927
1124	71512.40735
1125	71511.39059
1126	71509.83935
1127	71506.68897
1128	71502.135
1129	71500.93258
1130	71496.25792
1131	71494.61286
1132	71489.93353
1133	71484.2197
1134	71482.747
1135	71479.35692
1136	71471.00423
1137	71465.24188
1138	71462.27488
1139	71458.78353
1140	71451.81207
1141	71445.26255
1142	71436.81745
1143	71430.05355
1144	71424.94622
1145	71422.20184
1146	71417.65036
1147	71415.64032
1148	71407.58755
1149	71403.9039
1150	71397.71345
1151	71390.07979
1152	71388.58082
1153	71382.8584
1154	71376.75413
1155	71375.02705
1156	71372.21429
1157	71370.66194
1158	71368.7834
1159	71363.84863
1160	71360.24685
1161	71358.17402
1162	71357.279
1163	71351.30883
1164	71346.29592
1165	71340.63378
1166	71334.51828
1167	71331.71942
1168	71327.55008
1169	71321.40026
1170	71319.939
1171	71316.5136
1172	71308.5655
1173	71304.14409
1174	71302.64777
1175	71297.38291
1176	71294.02408
1177	71286.21397
1178	71284.28663
1179	71281.04459
1180	71277.79909
1181	71270.85129
1182	71267.94632
1183	71264.88705
1184	71259.42505
1185	71257.58994
1186	71256.16133
1187	71251.84709
1188	71244.25708
1189	71241.3669
1190	71238.55325
1191	71233.87919
1192	71228.53472
1193	71224.41104
1194	71215.94705
1195	71209.76648
1196	71204.40438
1197	71198.55969
1198	71196.73091
1199	71195.76346
1200	71191.69314
1201	71191.10995
1202	71183.49405
1203	71181.65361
1204	71174.03878
1205	71169.84428
1206	71168.45451
1207	71162.17405
1208	71159.39598
1209	71154.71324
1210	71151.67983
1211	71149.44862
1212	71144.90452
1213	71143.39723
1214	71140.35057
1215	71132.58893
1216	71128.30682
1217	71126.86192
1218	71122.16694
1219	71120.50778
1220	71117.86343
1221	71115.40905
1222	71107.98703
1223	71103.9071
1224	71101.94005
1225	71096.26943
1226	71091.99742
1227	71089.16694
1228	71085.51492
1229	71084.39758
1230	71083.17004
1231	71081.70128
1232	71074.58657
1233	71071.41806
1234	71066.14244
1235	71059.10069
1236	71056.27281
1237	71051.73602
1238	71050.6436
1239	71045.44718
1240	71042.16741
1241	71036.16236
1242	71032.05238
1243	71030.64472
1244	71025.57424
1245	71022.43831
1246	71018.33442
1247	71013.58353
1248	71011.42269
1249	71010.85897
1250	71006.87468
1251	71001.82923
1252	70997.87266
1253	70996.48401
1254	70989.58447
1255	70985.28871
1256	70978.0691
1257	70970.87438
1258	70969.10358
1259	70967.50885
1260	70964.82372
1261	70963.77232
1262	70960.51978
1263	70958.20434
1264	70955.19281
1265	70954.26079
1266	70952.14309
1267	70946.52998
1268	70941.66789
1269	70936.52752
1270	70932.57777
1271	70931.66481
1272	70926.61191
1273	70923.18105
1274	70919.26382
1275	70916.62705
1276	70912.16444
1277	70909.77907
1278	70906.71883
1279	70905.36122
1280	70903.68013
1281	70897.8607
1282	70893.0329
1283	70891.58839
1284	70889.97545
1285	70885.94549
1286	70884.41124
1287	70880.4589
1288	70877.8559
1289	70873.90007
1290	70870.34421
1291	70861.74196
1292	70860.79077
1293	70860.10156
1294	70854.3162
1295	70848.90295
1296	70845.37142
1297	70842.57327
1298	70838.25806
1299	70833.77748
1300	70832.01914
1301	70831.06214
1302	70827.90196
1303	70826.44334
1304	70825.56584
1305	70823.83696
1306	70820.24553
1307	70818.78301
1308	70812.05555
1309	70809.25496
1310	70807.5827
1311	70802.33185
1312	70798.31117
1313	70792.84336
1314	70790.86579
1315	70787.78137
1316	70783.37202
1317	70779.27418
1318	70777.83077
1319	70771.72961
1320	70770.63212
1321	70766.4943
1322	70758.86089
1323	70755.38897
1324	70752.02103
1325	70749.14606
1326	70742.59458
1327	70734.05709
1328	70730.33387
1329	70722.09833
1330	70718.14578
1331	70716.82965
1332	70712.88033
1333	70710.92271
1334	70705.41908
1335	70702.69942
1336	70695.8942
1337	70691.35299
1338	70690.92301
1339	70688.16563
1340	70687.32816
1341	70684.38287
1342	70680.93326
1343	70674.49701
1344	70667.41175
1345	70666.76127
1346	70665.4556
1347	70663.97695
1348	70659.43429
1349	70657.76827
1350	70657.35092
1351	70653.45294
1352	70646.26047
1353	70641.90158
1354	70637.92157
1355	70634.31562
1356	70629.59872
1357	70628.75944
1358	70624.11264
1359	70616.90514
1360	70614.42166
1361	70609.71481
1362	70607.61268
1363	70604.09206
1364	70602.66894
1365	70598.12459
1366	70593.5039
1367	70588.00342
1368	70585.3467
1369	70583.50088
1370	70579.84467
1371	70574.97741
1372	70570.54218
1373	70569.13178
1374	70566.77077
1375	70561.45844
1376	70559.99696
1377	70556.74716
1378	70554.69808
1379	70550.23356
1380	70547.26949
1381	70544.22461
1382	70543.49526
1383	70541.48547
1384	70538.161
1385	70535.83995
1386	70530.94263
1387	70523.09327
1388	70522.70202
1389	70521.14404
1390	70516.79891
1391	70510.61916
1392	70509.18977
1393	70504.637
1394	70503.24602
1395	70500.99656
1396	70499.61918
1397	70498.58756
1398	70492.26013
1399	70489.55934
1400	70484.74583
1401	70484.30215
1402	70479.92332
1403	70479.00084
1404	70472.1781
1405	70467.01534
1406	70464.90143
1407	70458.84756
1408	70452.82608
1409	70448.36386
1410	70444.91167
1411	70441.48045
1412	70440.37667
1413	70436.71284
1414	70436.34366
1415	70433.7975
1416	70430.1947
1417	70425.94774
1418	70424.42057
1419	70419.17968
1420	70415.64768
1421	70410.78099
1422	70406.588
1423	70401.82977
1424	70400.97561
1425	70399.11358
1426	70395.31015
1427	70390.76894
1428	70390.40322
1429	70385.75281
1430	70382.81079
1431	70381.30224
1432	70380.14238
1433	70375.84293
1434	70374.70712
1435	70371.44045
1436	70367.80445
1437	70367.47877
1438	70363.52196
1439	70360.90394
1440	70357.50601
1441	70357.18589
1442	70349.25443
1443	70345.7922
1444	70339.52573
1445	70338.24101
1446	70332.70732
1447	70329.68668
1448	70319.70704
1449	70315.62583
1450	70312.76747
1451	70309.16575
1452	70306.73808
1453	70304.62939
1454	70303.03856
1455	70296.94686
1456	70294.86811
1457	70288.55327
1458	70286.47279
1459	70285.39981
1460	70279.02053
1461	70277.0632
1462	70274.62377
1463	70272.68358
1464	70266.38602
1465	70264.68175
1466	70263.31765
1467	70256.75256
1468	70252.21441
1469	70251.43793
1470	70247.61888
1471	70243.7522
1472	70234.63389
1473	70231.68997
1474	70228.29415
1475	70222.91091
1476	70220.01686
1477	70219.43104
1478	70217.40312
1479	70214.69006
1480	70214.17749
1481	70210.20324
1482	70203.59803
1483	70194.29322
1484	70189.44299
1485	70189.14305
1486	70187.52561
1487	70181.33575
1488	70177.00918
1489	70174.18469
1490	70171.05247
1491	70165.22967
1492	70163.22737
1493	70159.90909
1494	70155.76591
1495	70154.82632
1496	70150.87432
1497	70147.10156
1498	70142.81606
1499	70141.65125
1500	70139.98499
1501	70136.18621
1502	70128.5693
1503	70127.54958
1504	70126.34661
1505	70124.92735
1506	70123.34686
1507	70119.72885
1508	70113.71863
1509	70106.70163
1510	70102.80046
1511	70098.19902
1512	70094.87571
1513	70093.89031
1514	70087.51008
1515	70083.9244
1516	70082.29288
1517	70077.79442
1518	70074.5672
1519	70069.17251
1520	70066.40103
1521	70065.07494
1522	70058.53328
1523	70055.79769
1524	70051.06853
1525	70044.82524
1526	70038.83955
1527	70035.12527
1528	70032.27281
1529	70029.06551
1530	70025.75219
1531	70016.76911
1532	70013.20345
1533	70009.42916
1534	70005.77189
1535	70001.10525
1536	69998.09854
1537	69993.9112
1538	69988.32972
1539	69986.05862
1540	69982.816
1541	69980.87381
1542	69974.84689
1543	69970.44326
1544	69970.21043
1545	69964.78224
1546	69960.05777
1547	69959.54428
1548	69953.97953
1549	69951.68053
1550	69946.24837
1551	69944.07698
1552	69938.35881
1553	69931.09263
1554	69924.54108
1555	69922.17233
1556	69918.63945
1557	69915.53063
1558	69908.47551
1559	69906.46979
1560	69904.01923
1561	69897.46375
1562	69893.23927
1563	69889.78571
1564	69886.12359
1565	69882.58116
1566	69881.07702
1567	69875.31352
1568	69869.75058
1569	69868.38974
1570	69866.49099
1571	69863.33865
1572	69860.21016
1573	69859.04657
1574	69855.12675
1575	69850.06246
1576	69849.2953
1577	69847.91709
1578	69842.6729
1579	69835.60808
1580	69834.23019
1581	69832.2592
1582	69830.48225
1583	69827.39876
1584	69826.1417
1585	69822.8868
1586	69819.45876
1587	69818.54611
1588	69813.96658
1589	69810.22038
1590	69801.51376
1591	69797.21013
1592	69793.53219
1593	69788.81716
1594	69787.14705
1595	69785.40764
1596	69781.12576
1597	69780.72776
1598	69777.33167
1599	69775.43352
1600	69771.61784
1601	69767.04154
1602	69764.54059
1603	69763.16586
1604	69760.03923
1605	69758.33545
1606	69755.54765
1607	69753.73167
1608	69750.7015
1609	69748.05058
1610	69740.39385
1611	69734.33362
1612	69733.10881
1613	69729.86878
1614	69726.68623
1615	69722.91676
1616	69721.09104
1617	69716.07203
1618	69712.67197
1619	69710.93931
1620	69709.27514
1621	69706.40278
1622	69702.73638
1623	69701.11701
1624	69694.19261
1625	69691.09302
1626	69686.09616
1627	69685.00094
1628	69683.12833
1629	69680.6451
1630	69674.83431
1631	69668.4085
1632	69664.99637
1633	69661.30217
1634	69659.94638
1635	69654.40081
1636	69652.60821
1637	69650.47176
1638	69650.17282
1639	69647.2369
1640	69645.95323
1641	69644.12518
1642	69642.71423
1643	69642.24992
1644	69639.60187
1645	69637.04852
1646	69632.15328
1647	69631.15561
1648	69630.45304
1649	69629.38539
1650	69625.70488
1651	69621.80613
1652	69620.35535
1653	69616.10825
1654	69611.39786
1655	69610.34051
1656	69604.88048
1657	69601.05896
1658	69599.54214
1659	69594.44158
1660	69590.13937
1661	69588.37192
1662	69585.2988
1663	69583.83686
1664	69582.14738
1665	69577.85036
1666	69574.72634
